name,age,monthly income,ns1,ns2,ns3,city(made-up),nationality,sb,gender,phone,marital status,current employment status,most recent occupation,dbms,visualization tools,experience(in years),days_since_applying,continent,num_skills
Jennifer Miller,30.200000000000003,127471.0,missing,1,missing,East Christopher,Guatemala,True,F,001-110-922-3975x27616,married,missing,Theatre stage manager,missing,missing,10,740.0,North America,2
Richard Torres,42.452599388379205,144928.0,b,0,abc,New Michelleland,Turks and Caicos Islands,False,M,798-482-3509x2598,missing,freelancer,Information systems manager,missing,R,2,539.2338129496403,North America,2
David Beasley,18.0,40730.0,c,1,abc,Nicholasshire,Timor-Leste,True,missing,726-557-6005,missing,employed,Hydrologist,missing,R,9,607.2,Unknown,2
Cole Griffin,42.4,119584.0,missing,0,002,Alexanderburgh,Philippines,True,missing,6274011006,missing,employed,"Conservator, furniture",missing,Tableau,8,407.0,Asia,2
Ashley Hartman,48.8,144445.0,b,1,002,Kathrynshire,India,True,F,(900)305-3378,missing,employed,Primary school teacher,missing,missing,7,1004.0,Asia,2
Denise Sanders,42.452599388379205,10084.0,c,1,missing,Shawburgh,Estonia,True,F,(814)437-2125,missing,freelancer,"Engineer, land",SQL,missing,0,539.2338129496403,Europe,2
Veronica Gillespie,23.0,94630.0,missing,1,abc,Morantown,Sweden,True,missing,5407475841,single,freelancer,"Therapist, occupational",Excel,Tableau,0,732.0,Europe,2
Steven Castaneda,43.0,55382.0,b,1,001,South Roberthaven,Croatia,True,F,677-330-8241,missing,unemployed,Colour technologist,Excel,Tableau,7,300.40000000000003,Europe,2
Alexis Soto,44.8,86817.0,c,0,missing,Port Laurenton,Pitcairn Islands,True,missing,230-575-2009x988,single,freelancer,Furniture designer,missing,R,3,711.0,Unknown,2
Tonya Jackson,35.2,66857.0,missing,0,001,Harrisborough,Libyan Arab Jamahiriya,False,Other,(427)288-7030,single,missing,Hydrographic surveyor,SQL,PowerBI,0,235.0,Unknown,2
Stephen Grant,42.452599388379205,28456.0,a,0,abc,Lake Jerry,Finland,True,missing,315.185.1068x8953,single,employed,Commercial/residential surveyor,Python,Tableau,8,539.2338129496403,Europe,2
Claudia Horton,47.6,96047.0,missing,0,001,East Caleb,Saint Helena,True,Other,6834432927,married,freelancer,Manufacturing engineer,Excel,missing,7,586.0,Unknown,2
James Roth,42.452599388379205,53923.0,missing,0,003,Sarahmouth,Guatemala,True,Other,692-063-6843,married,employed,Clinical psychologist,missing,Tableau,7,539.2338129496403,North America,2
Bailey Wells,39.0,137633.0,missing,0,001,Hammondville,Albania,True,missing,(834)175-9711,missing,employed,Special effects artist,missing,missing,3,657.0,Europe,2
Jacob Solomon,42.452599388379205,79220.0,c,1,missing,Lake Belinda,Dominican Republic,True,M,816.824.2171,single,employed,Transport planner,SQL,Tableau,0,539.2338129496403,North America,2
Jason Harper,40.0,106868.0,missing,0,missing,Murrayborough,Isle of Man,True,M,628.395.7483,married,missing,Legal executive,Excel,PowerBI,3,206.0,Europe,2
Emily Lopez,49.0,20912.0,c,0,missing,Garciahaven,Saint Vincent and the Grenadines,True,Other,(482)349-1997,single,missing,Psychiatrist,Python,missing,0,592.8,North America,2
Sarah Jones,39.2,141179.0,b,1,missing,Taylorside,Belgium,False,missing,(360)902-4052x37617,married,unemployed,Chief Marketing Officer,missing,Tableau,9,618.0,Europe,2
Kathryn Cordova,42.452599388379205,32659.0,c,0,missing,North Michaelview,Guadeloupe,True,M,001-848-476-2117x27324,married,missing,Clinical embryologist,missing,missing,5,539.2338129496403,North America,2
Kevin Francis,42.452599388379205,97359.0,c,0,003,Port Dennisstad,Norfolk Island,True,missing,+1-418-131-9295x534,missing,freelancer,Computer games developer,missing,Tableau,9,539.2338129496403,Oceania,2
Geoffrey Spence,42.452599388379205,71607.0,c,0,abc,New Dorothyshire,Gabon,True,M,550.628.8312x4986,single,freelancer,Computer games developer,missing,PowerBI,8,539.2338129496403,Africa,2
Amanda Stevens,37.0,61314.0,c,1,missing,East Jacobchester,Puerto Rico,True,missing,610.147.0278x3758,married,employed,"Lighting technician, broadcasting/film/video",Excel,missing,5,406.0,North America,2
Jennifer Smith,38.6,70498.0,a,1,003,North Michaelport,Guinea-Bissau,True,missing,001-020-740-4698x1506,married,employed,"Surveyor, building control",Python,missing,2,260.0,Africa,2
Jeffrey Weiss,42.452599388379205,29999.0,b,1,missing,Marilynland,Swaziland,True,M,+1-030-602-7928,missing,freelancer,Industrial buyer,missing,missing,1,539.2338129496403,Africa,2
Sara Smith,42.452599388379205,105266.0,a,1,missing,South Joanna,Niue,True,Other,573-140-9335x902,married,freelancer,"Surveyor, mining",missing,Tableau,2,539.2338129496403,Oceania,2
Joel Griffith,42.452599388379205,137311.0,b,0,abc,Garzashire,Mauritius,True,missing,173.614.1604,married,freelancer,Fish farm manager,Excel,missing,9,539.2338129496403,Africa,2
David Williams,42.452599388379205,109471.0,missing,1,missing,East Andrewhaven,Chile,False,F,+1-887-621-1243,married,missing,Animal technologist,missing,missing,3,539.2338129496403,South America,2
Brandon Miller,42.452599388379205,23781.0,b,1,003,Jeffreyberg,Pitcairn Islands,True,M,9273210504,missing,missing,Diplomatic Services operational officer,Python,R,3,539.2338129496403,Unknown,2
Justin Brown,47.4,49369.0,c,0,abc,Perkinsview,Kuwait,False,missing,6020467445,married,unemployed,"Runner, broadcasting/film/video",Python,Tableau,1,1010.0,Asia,2
Scott Wong,65.0,43712.0,b,1,003,Kevinborough,Japan,True,Other,756.864.4643,missing,employed,Retail merchandiser,Python,Tableau,8,754.0,Asia,2
Dana Gardner,42.452599388379205,148864.0,missing,0,missing,Simpsonland,Marshall Islands,False,M,001-930-143-2554x4014,single,freelancer,Magazine features editor,SQL,PowerBI,4,539.2338129496403,Oceania,2
Joseph Green,47.0,7184.0,b,1,missing,Gabrielton,Tanzania,True,Other,+1-131-137-0538x70711,single,freelancer,Games developer,missing,Tableau,6,115.0,Africa,2
Ashley Davis,63.0,144345.0,b,0,002,Dannybury,Benin,True,missing,001-824-743-9618x143,single,employed,Music therapist,SQL,missing,4,43.0,Africa,2
Patricia Monroe,42.8,97251.0,c,1,002,Ravenshire,Ghana,True,M,+1-760-073-7201x9318,missing,missing,Applications developer,Excel,missing,4,68.0,Africa,2
Charles Smith,42.452599388379205,28014.0,missing,0,missing,New Suzanneville,Cameroon,False,missing,125-864-4028,married,missing,"Surveyor, minerals",Python,missing,5,539.2338129496403,Africa,2
Sonya Valenzuela DDS,52.0,146912.0,a,0,003,Richmondbury,Saint Kitts and Nevis,False,missing,(333)372-2375x57880,married,freelancer,"Journalist, newspaper",Excel,missing,8,117.0,North America,2
Matthew Stevens,25.0,43147.0,a,0,abc,West David,Bangladesh,True,Other,521.574.1059x7554,missing,unemployed,Gaffer,SQL,PowerBI,2,613.0,Asia,2
Derrick Collins,42.452599388379205,65532.0,a,0,missing,Charlesport,Christmas Island,True,Other,(539)878-8917,missing,unemployed,Ship broker,missing,missing,7,539.2338129496403,Asia,2
Timothy Hoover,44.8,133829.0,missing,0,002,Erinland,Papua New Guinea,False,F,001-350-020-6580x286,missing,employed,Community arts worker,Python,missing,3,714.0,Oceania,2
Carrie Nelson,60.0,120155.0,missing,0,abc,South Josephfort,Cyprus,False,missing,(441)404-2378,single,missing,Electronics engineer,missing,R,6,331.0,Asia,2
Jamie Gutierrez MD,42.452599388379205,15095.0,missing,1,abc,Stewartborough,Netherlands,True,M,316.087.1267,missing,employed,"Programmer, applications",missing,missing,8,539.2338129496403,Europe,2
Brooke Hernandez,21.0,84837.0,b,0,002,Port Mary,Kuwait,True,Other,001-103-891-9225x752,single,missing,Theatre manager,SQL,missing,10,877.0,Asia,2
Emily Hampton,42.452599388379205,148237.0,c,1,abc,Kimberlyborough,Suriname,True,missing,929.806.7506x82733,married,missing,Automotive engineer,missing,Tableau,7,539.2338129496403,South America,2
Kyle Edwards,37.0,37386.0,b,1,missing,Belindaberg,Zambia,True,Other,+1-412-020-0276x96221,missing,missing,"Programmer, multimedia",missing,Tableau,6,552.0,Africa,2
Christina Black,42.0,44345.0,c,0,002,West Noah,Netherlands Antilles,True,missing,885-742-5576,missing,missing,"Engineer, mining",Python,Tableau,1,405.0,Unknown,2
Richard Robbins,30.0,8200.0,missing,0,abc,Brownchester,India,True,missing,400-367-9433x836,married,unemployed,Control and instrumentation engineer,missing,missing,7,498.0,Asia,2
Charles Dixon,46.0,69150.0,missing,1,missing,South Jacobside,France,False,M,+1-193-938-2265,married,employed,Careers information officer,Python,PowerBI,2,672.0,Europe,2
Sarah Davenport,42.452599388379205,27990.0,a,1,abc,Lake Morganburgh,Turks and Caicos Islands,False,F,416.860.1123x14499,missing,missing,Retail manager,missing,missing,8,539.2338129496403,North America,2
Dale Gordon,42.452599388379205,14395.0,b,1,003,North Michaelborough,United Arab Emirates,True,missing,+1-480-827-6326x170,missing,missing,Charity fundraiser,Excel,R,7,539.2338129496403,Asia,2
Nathan Garcia,46.8,113464.0,missing,0,missing,New Margaretburgh,Vietnam,False,missing,(674)447-4601,single,missing,Historic buildings inspector/conservation officer,missing,PowerBI,7,1025.0,Asia,2
John Christian,49.2,87965.0,b,0,missing,South Jasonchester,Tajikistan,True,F,001-169-163-2553x041,missing,missing,Building surveyor,missing,missing,2,169.0,Asia,2
Mary Lambert,43.2,5414.0,b,1,abc,Mcmillanberg,Ecuador,True,F,465.557.6156x951,missing,missing,"Engineer, materials",Excel,R,5,686.0,South America,2
Melissa Ferguson,58.0,78826.0,b,1,003,West David,Lao People's Democratic Republic,True,missing,001-898-635-4900x351,missing,employed,Artist,Excel,R,5,461.0,Asia,2
Anthony Miller,42.452599388379205,51040.0,a,0,003,West Markport,British Virgin Islands,True,missing,719.353.8750x85446,married,missing,Clinical research associate,SQL,missing,8,539.2338129496403,North America,2
Brandon Edwards,54.0,83471.0,c,0,missing,Kimville,Korea,True,F,(290)514-4487x50614,missing,freelancer,Land/geomatics surveyor,Excel,Tableau,4,25.0,Unknown,2
Carl Raymond,42.452599388379205,107122.0,c,0,001,Grahamtown,Uzbekistan,True,Other,156.785.7286x559,single,freelancer,Risk analyst,missing,PowerBI,7,539.2338129496403,Asia,2
Robert Romero,39.0,84250.0,c,1,003,East Erin,Eritrea,True,F,758.333.5041x93002,missing,missing,Armed forces operational officer,Excel,missing,8,649.0,Africa,2
Jessica Murphy MD,42.452599388379205,142265.0,b,0,002,Jenniferport,Mauritania,True,missing,061.385.0768x551,married,unemployed,Occupational psychologist,Excel,missing,6,539.2338129496403,Africa,2
Nicole Moreno,51.0,16542.0,b,0,abc,Clarkfort,Congo,True,M,455.291.7699x820,missing,employed,Surgeon,missing,R,10,320.0,Africa,2
Amy Boone,38.0,144532.0,c,0,missing,South Laura,British Virgin Islands,True,Other,001-426-397-3475x437,married,freelancer,Ship broker,Excel,PowerBI,9,97.0,North America,2
Colton Allen,50.0,149012.0,c,1,002,Vangville,Israel,True,missing,022.675.4404x78093,married,employed,"Radiographer, therapeutic",Python,missing,5,1041.0,Asia,2
Melissa Walsh,46.0,18226.0,b,1,001,Amandastad,Kenya,True,missing,001-360-143-7463x52525,married,missing,Accounting technician,missing,missing,9,717.0,Africa,2
William Perez,44.8,144849.0,b,0,missing,Monicaton,Guadeloupe,False,M,203.082.3086x7009,missing,employed,Armed forces training and education officer,missing,R,10,714.0,North America,2
Benjamin Owen,42.452599388379205,63666.0,c,0,003,Christopherville,Syrian Arab Republic,True,missing,001-962-900-9323x249,missing,freelancer,Cartographer,missing,missing,0,539.2338129496403,Asia,2
Matthew Delgado,48.0,49774.0,b,0,missing,Pageside,Central African Republic,False,missing,001-384-074-8933x1360,missing,employed,Special effects artist,Python,missing,10,1086.0,Africa,2
William Mitchell,42.452599388379205,113381.0,a,0,002,Nicoleview,Afghanistan,False,missing,086-905-6573x817,single,freelancer,"Nurse, mental health",SQL,missing,6,539.2338129496403,Asia,2
Timothy Brown,42.452599388379205,50373.0,b,0,abc,Ramirezville,Nicaragua,True,missing,550-093-7846x5483,missing,freelancer,Dentist,missing,PowerBI,7,539.2338129496403,North America,2
Tyler Reynolds,33.2,104329.0,c,0,missing,Kylemouth,South Georgia and the South Sandwich Islands,True,M,001-819-896-8237x92352,married,missing,Chief Strategy Officer,Excel,Tableau,10,361.0,South America,2
Robert Williams,40.2,122220.0,a,0,missing,North Aaron,Isle of Man,True,Other,742.107.0937x095,missing,missing,Dealer,Python,PowerBI,9,227.0,Europe,2
Joy Hill,42.452599388379205,82118.0,a,0,missing,Rhondaborough,Ecuador,True,M,(370)507-8550,missing,employed,"Therapist, nutritional",Python,PowerBI,3,539.2338129496403,South America,2
Jill Hernandez,42.452599388379205,105346.0,missing,1,abc,Jasonfort,Mali,False,F,001-571-255-9732x46454,married,unemployed,"Designer, graphic",missing,missing,5,539.2338129496403,Africa,2
Brandon Murray,40.4,23807.0,a,0,missing,Lake Emily,Guam,True,missing,(357)369-1305x87622,single,unemployed,Tax adviser,missing,missing,9,918.0,Oceania,2
Roberto Jones,57.0,149716.0,missing,1,003,Kingville,Lao People's Democratic Republic,False,F,001-703-605-8285,single,missing,Professor Emeritus,missing,Tableau,8,450.0,Asia,2
Jason Johnson,42.452599388379205,14926.0,missing,0,001,Kleinland,Greenland,True,M,770-721-8450x32234,missing,missing,Restaurant manager,missing,PowerBI,8,539.2338129496403,North America,2
Alexander Lee,23.0,25468.0,missing,0,003,New Michael,Denmark,True,Other,001-819-818-2108,single,missing,Publishing copy,missing,missing,7,707.0,Europe,2
Andrew Cole,42.452599388379205,82232.0,b,0,001,East Vincentside,Argentina,True,missing,(449)510-6750,single,missing,Higher education lecturer,missing,Tableau,9,539.2338129496403,South America,2
Gary Hudson,42.452599388379205,132076.0,b,0,missing,South George,Belize,True,Other,001-748-151-7928x7589,married,missing,Dance movement psychotherapist,Python,R,4,539.2338129496403,North America,2
Kimberly Lucas,65.0,44619.0,missing,0,002,Lake Amandashire,Malawi,True,F,001-086-962-0994x51043,married,missing,Psychiatrist,Excel,R,1,760.4,Africa,2
Gina Jimenez,56.0,113251.0,missing,0,missing,Nicholasport,Chile,True,F,001-161-344-8878,missing,employed,"Pharmacist, hospital",Python,PowerBI,0,667.6,South America,2
Martha Bean,42.452599388379205,144597.0,a,1,missing,Kennedymouth,Argentina,True,missing,(082)619-8451x04265,married,missing,Education administrator,missing,PowerBI,4,539.2338129496403,South America,2
Larry Blair,54.6,15752.0,b,0,missing,Osbornton,Armenia,True,missing,759.428.7762x69333,missing,freelancer,"Editor, film/video",Python,R,1,31.0,Asia,2
Kimberly Daniel,42.452599388379205,68385.0,a,0,003,Gregorymouth,Antigua and Barbuda,False,Other,(344)731-1851,single,employed,"Producer, television/film/video",Excel,PowerBI,6,539.2338129496403,North America,2
Alexander Andersen,51.0,79264.0,b,0,001,Connieport,Philippines,True,missing,+1-878-451-6838,single,missing,Occupational therapist,SQL,missing,10,725.8,Asia,2
John Coffey,63.0,39054.0,missing,0,002,Parkerbury,Uganda,True,F,+1-674-457-6872x583,missing,missing,"Civil engineer, contracting",Excel,missing,4,710.0,Africa,2
Donald Sparks,49.4,24397.0,b,1,abc,Wardport,Suriname,True,Other,+1-325-025-3327x006,missing,freelancer,Acupuncturist,SQL,missing,1,516.0,South America,2
Thomas Smith,42.452599388379205,133989.0,b,0,missing,South Robertport,Tokelau,True,F,020.079.3054x321,single,missing,Audiological scientist,Python,PowerBI,0,539.2338129496403,Oceania,2
Amy Singh,36.8,9919.0,missing,0,missing,Lake Jennifer,French Guiana,True,M,(070)869-2772x4581,missing,freelancer,"Restaurant manager, fast food",SQL,R,6,880.0,South America,2
Alexander Thompson,42.452599388379205,110883.0,b,0,002,Danielmouth,Bhutan,True,missing,001-413-520-6162x0868,missing,employed,Gaffer,missing,missing,5,539.2338129496403,Asia,2
Tammy Miles,42.452599388379205,28767.0,c,0,003,Simmonsstad,Western Sahara,True,missing,290-300-4604x5594,married,unemployed,Museum education officer,missing,PowerBI,6,539.2338129496403,Unknown,2
Steven Powers,42.452599388379205,99178.0,missing,1,missing,Hallfurt,Mozambique,True,F,4684944011,single,unemployed,Fish farm manager,Excel,missing,3,539.2338129496403,Africa,2
Lindsey Burke,42.0,135989.0,missing,0,001,Dorisberg,Georgia,True,Other,625-352-3676x64101,missing,employed,Health promotion specialist,missing,PowerBI,3,309.0,Asia,2
Carla Smith,42.452599388379205,145656.0,c,0,002,West Stephanie,Kazakhstan,True,M,(821)203-1852,married,missing,IT technical support officer,Excel,missing,9,539.2338129496403,Asia,2
Travis Oneal Jr.,35.2,18096.0,b,1,abc,Maxwellberg,Indonesia,False,missing,3927797051,single,employed,Health promotion specialist,missing,missing,9,245.0,Asia,2
Victoria Cunningham,22.0,110384.0,c,1,missing,North Jessicafort,Eritrea,False,Other,865.007.1783,single,missing,Games developer,SQL,R,1,902.0,Africa,2
Lucas Wood,35.0,101974.0,missing,0,abc,Haasville,Iran,False,missing,001-637-227-4084x14099,married,employed,"Buyer, retail",missing,missing,2,567.6,Asia,2
Jose Hurley,49.0,28367.0,b,1,missing,Janetberg,Cote d'Ivoire,True,F,092-437-1199x4689,married,freelancer,Police officer,missing,missing,6,609.0,Unknown,2
Donald Williams DVM,33.2,136042.0,b,1,003,Victoriaberg,Slovakia (Slovak Republic),True,M,001-006-111-1320x18353,married,unemployed,Sport and exercise psychologist,Excel,missing,1,364.0,Unknown,2
Rose Wood,42.452599388379205,59554.0,b,1,002,Wolfemouth,Mozambique,True,F,(336)398-4922x475,missing,missing,"Administrator, local government",SQL,Tableau,10,539.2338129496403,Africa,2
Brett Willis,39.6,118946.0,b,0,missing,Nataliefort,Luxembourg,True,M,728.704.0440x90875,single,missing,Actuary,SQL,Tableau,0,535.0,Europe,2
Jeffery Heath,50.0,121607.0,c,1,002,South Danny,Brazil,True,F,+1-816-417-1010x893,missing,unemployed,Secondary school teacher,Excel,Tableau,6,596.0,South America,2
Leslie Green,42.0,131984.0,a,1,002,West Mandy,Malaysia,False,missing,082-716-8656x392,married,missing,Research scientist (medical),Python,Tableau,7,454.0,Asia,2
Matthew Carpenter,39.2,58008.0,c,0,001,East Jacobbury,Norway,True,Other,502-506-8016x52685,single,missing,Social researcher,missing,missing,2,393.0,Europe,2
William Hughes,42.452599388379205,49547.0,missing,0,001,Port Justin,Cayman Islands,True,missing,001-625-891-0838x9558,married,missing,"Research officer, trade union",missing,missing,4,539.2338129496403,North America,2
Brandon Jones,41.8,118835.0,a,0,002,Port Stanleystad,Vanuatu,True,missing,+1-559-290-5293x29812,single,missing,Database administrator,missing,PowerBI,6,753.0,Oceania,2
Leslie Atkins,49.6,68048.0,b,0,001,Bensonborough,Poland,True,F,001-011-690-5165,missing,freelancer,Careers adviser,SQL,PowerBI,0,324.0,Europe,2
Megan Hughes,33.0,11399.0,missing,0,002,North Zacharymouth,Wallis and Futuna,True,F,376-681-4134x1841,missing,employed,"Buyer, retail",Excel,missing,5,726.0,Oceania,2
Alison Clark,42.452599388379205,147196.0,a,1,missing,Johnsonberg,Tuvalu,True,M,471.219.9852x0790,missing,employed,Commercial/residential surveyor,Excel,missing,5,539.2338129496403,Oceania,2
Jason Ward,57.0,22565.0,missing,0,002,Donaldside,Switzerland,True,F,2439859504,single,missing,Technical sales engineer,missing,Tableau,3,1020.0,Europe,2
Paige Harrison,42.452599388379205,77651.0,a,1,003,Mooreport,Montserrat,True,missing,+1-426-904-6244x050,single,missing,"Scientist, research (physical sciences)",missing,missing,4,539.2338129496403,North America,2
Deborah White,54.400000000000006,125028.0,b,1,abc,Caitlynmouth,Guam,False,Other,017-070-2191,single,unemployed,Ophthalmologist,Python,PowerBI,2,19.0,Oceania,2
Tiffany Alexander,27.0,10948.0,b,1,missing,Princeberg,Belgium,False,missing,619.157.4476x590,missing,missing,Bonds trader,Excel,R,3,515.0,Europe,2
Natalie Martin,19.0,112922.0,c,0,abc,East Kevin,Turkey,True,missing,(922)301-9266,married,freelancer,Government social research officer,SQL,R,3,607.2,Asia,2
Douglas Ellis,47.0,79549.0,missing,0,missing,Codyview,Belgium,False,missing,133-802-0959,married,unemployed,Interpreter,SQL,Tableau,3,118.0,Europe,2
Thomas Henry,42.452599388379205,73264.0,c,0,002,South Michael,Nigeria,True,Other,001-442-632-2241,married,freelancer,Wellsite geologist,missing,missing,2,539.2338129496403,Africa,2
Teresa Neal,37.0,135919.0,c,0,003,West Johnchester,Puerto Rico,False,M,+1-396-210-3425,missing,freelancer,Fish farm manager,missing,R,9,689.0,North America,2
Sheri Patel,42.452599388379205,34442.0,missing,1,002,Debbiefort,Uzbekistan,True,Other,979.381.3441x388,missing,missing,Advertising art director,SQL,missing,5,539.2338129496403,Asia,2
Robert Grant,38.0,143001.0,a,1,002,Port Ashley,Cuba,True,M,665-458-1616x86765,missing,employed,"Designer, fashion/clothing",missing,missing,3,556.2,North America,2
Jill Nguyen,42.452599388379205,19692.0,c,1,002,Kaylafurt,Honduras,True,Other,3825541378,missing,employed,"Nurse, children's",Python,R,5,539.2338129496403,North America,2
Brian Mcbride,42.4,121449.0,missing,0,003,Karenside,New Caledonia,False,missing,+1-300-863-6015x8696,missing,unemployed,IT trainer,missing,missing,1,582.0,Oceania,2
Desiree Pena,42.452599388379205,142704.0,c,1,missing,East Rickeyville,Malawi,True,M,356-374-0944x273,missing,freelancer,Chartered management accountant,missing,Tableau,8,539.2338129496403,Africa,2
Mark Gonzalez,53.2,105078.0,b,0,abc,West Michelle,French Guiana,True,Other,(709)505-2818x582,missing,missing,Clinical biochemist,missing,missing,3,439.0,South America,2
Jennifer Hughes,18.0,128873.0,b,1,abc,Edwardton,Cameroon,False,missing,(057)510-2346,married,employed,"Surveyor, quantity",Excel,R,7,121.0,Africa,2
Timothy Lopez,36.2,119312.0,b,0,missing,Andrewhaven,Czech Republic,True,Other,001-866-260-9634x36182,single,freelancer,"Doctor, general practice",SQL,missing,0,574.0,Europe,2
Andrew Anderson,48.4,18864.0,b,0,abc,Amyland,Mali,True,M,313.737.7454,missing,missing,"Designer, ceramics/pottery",Excel,missing,3,698.0,Africa,2
Jacob Moore,29.0,147530.0,c,0,missing,Simsburgh,Belize,True,Other,181.709.1940,missing,employed,Technical sales engineer,missing,missing,5,584.8,North America,2
Christopher Kelly,18.0,132113.0,missing,0,002,East Christopherview,South Africa,True,F,1918576631,married,unemployed,"Psychologist, forensic",missing,missing,8,607.2,Africa,2
Dr. Paul Nelson,45.0,25027.0,b,0,001,New Danielfurt,Senegal,True,Other,(371)132-1336x7772,missing,unemployed,Architectural technologist,missing,missing,8,1062.0,Africa,2
Scott Wallace,37.8,36089.0,a,0,missing,Lake Megan,Somalia,False,F,+1-914-577-6377x25837,married,unemployed,"Psychotherapist, child",SQL,PowerBI,6,307.0,Africa,2
Christine Mcbride,25.0,118048.0,a,0,001,West Susan,Kiribati,True,missing,001-666-784-1265x3873,single,missing,"Engineer, communications",Excel,R,0,329.0,Oceania,2
Chloe Nelson,39.0,37451.0,a,0,002,West Yolandamouth,Andorra,False,Other,8901551080,single,unemployed,Food technologist,Python,missing,5,648.0,Europe,2
Zachary Fleming,42.452599388379205,22914.0,b,0,001,Baxterland,Tunisia,False,F,+1-061-416-0814x63746,married,missing,Tourism officer,Excel,PowerBI,3,539.2338129496403,Africa,2
Michael Brown,39.8,53529.0,missing,1,002,Lake Nicole,Suriname,True,missing,001-282-291-3339x94555,married,missing,Advertising account planner,SQL,missing,1,493.0,South America,2
Charles Foster,52.4,134975.0,c,1,missing,Garrisonborough,Philippines,True,M,944.916.9514,missing,employed,"Scientist, product/process development",missing,R,7,992.0,Asia,2
Jeremiah Rodriguez,42.452599388379205,111766.0,b,1,002,Michaelport,Western Sahara,True,missing,230-406-1617x970,missing,unemployed,Seismic interpreter,Excel,missing,10,539.2338129496403,Unknown,2
Tyler Rodriguez,42.452599388379205,27283.0,b,0,abc,Port Joshuashire,Saint Lucia,True,missing,(324)704-2819x587,married,employed,Solicitor,Python,Tableau,5,539.2338129496403,North America,2
Phyllis Mcdonald,41.6,116333.0,missing,1,missing,Jenkinsside,Malaysia,True,missing,517.370.2984x760,missing,missing,Applications developer,missing,missing,8,1090.0,Asia,2
Robin Mathews,38.2,133277.0,missing,0,missing,East Ann,Kiribati,False,M,939-648-7094x4896,single,employed,Computer games developer,missing,PowerBI,2,975.0,Oceania,2
Heather Love,39.6,30253.0,b,0,abc,South Joshua,Namibia,True,F,(296)350-6941,missing,missing,Chiropodist,missing,R,8,531.0,Africa,2
Shane Daniels,48.4,13283.0,missing,1,abc,East Amanda,Panama,True,Other,(268)798-5890x285,missing,missing,Textile designer,Excel,PowerBI,2,1021.0,North America,2
Catherine Snow,39.6,40255.0,b,1,abc,North David,Singapore,True,missing,(303)067-0672x136,missing,missing,Cabin crew,missing,missing,7,533.0,Asia,2
Robert Meadows,53.0,74046.0,missing,0,abc,Port Rachelland,Germany,True,Other,803.882.9844,single,employed,"Research officer, political party",missing,PowerBI,2,411.2,Europe,2
Stephanie Gill,42.452599388379205,94458.0,missing,1,abc,Lake Mark,Oman,True,Other,9439610137,missing,employed,Interpreter,SQL,Tableau,3,539.2338129496403,Asia,2
Daniel Smith,40.0,22170.0,b,1,003,Jacobmouth,Switzerland,False,M,235-021-7677,missing,employed,Art therapist,missing,missing,9,206.0,Europe,2
David Stephenson,45.2,10829.0,c,1,missing,Cochranview,Falkland Islands (Malvinas),True,Other,4443473552,single,missing,Systems analyst,Excel,Tableau,5,425.0,South America,2
Dakota Washington,41.8,83517.0,c,1,002,Harrisburgh,Australia,True,M,8437377584,married,freelancer,Operations geologist,Python,PowerBI,4,747.0,Oceania,2
Susan Thomas,43.0,29106.0,b,0,003,Chandlermouth,United States Minor Outlying Islands,True,M,+1-915-564-6302x872,missing,missing,Product/process development scientist,SQL,R,1,300.40000000000003,Unknown,2
Kristen Woods,37.2,146544.0,c,0,abc,East Kellymouth,Sri Lanka,True,Other,+1-668-883-6276x99804,missing,missing,Camera operator,SQL,PowerBI,10,953.0,Asia,2
Emily Adams,51.0,127498.0,b,0,missing,Millerside,Bosnia and Herzegovina,True,missing,279-921-2729x28904,single,missing,Prison officer,SQL,R,7,725.8,Europe,2
Kristi Peterson,33.0,112547.0,c,1,missing,Kimberlymouth,Macedonia,False,missing,616.784.6299,missing,unemployed,Insurance claims handler,Python,missing,3,565.0,Europe,2
Carmen Krueger,33.0,69379.0,b,0,abc,Williamsfort,Turkmenistan,True,missing,855-992-0569x141,single,unemployed,"Editor, magazine features",SQL,R,2,817.0,Asia,2
Joshua Cardenas MD,42.452599388379205,16070.0,missing,1,001,Scottton,Saint Lucia,True,Other,(338)635-2378x13487,missing,employed,"Psychologist, educational",missing,R,10,539.2338129496403,North America,2
Monica Hunter,39.4,136137.0,b,0,missing,Johnmouth,Tanzania,True,missing,170-906-0576x81320,married,missing,Magazine features editor,Excel,R,5,111.0,Africa,2
Robin Lambert,44.800000000000004,62149.0,c,1,002,New Joseph,Puerto Rico,False,Other,+1-600-428-1230,missing,freelancer,Chief Operating Officer,missing,PowerBI,7,475.0,North America,2
Yvonne Christensen,44.8,116091.0,missing,0,003,West Joshua,Reunion,False,Other,(857)424-2809x7103,missing,freelancer,"Engineer, civil (consulting)",Excel,missing,0,47.0,Unknown,2
Melissa Davis,60.0,105844.0,b,0,missing,Smithport,Slovenia,True,missing,633-043-8249x883,missing,missing,Soil scientist,Excel,missing,4,1067.0,Europe,2
Jane Alexander,23.0,47002.0,missing,0,missing,Brentfort,Bahamas,True,M,001-472-553-2102,single,missing,Research scientist (physical sciences),missing,missing,5,692.0,North America,2
Phillip Cunningham,45.0,137732.0,b,0,abc,Melissahaven,Mexico,True,missing,001-060-260-0936x72134,single,employed,Music tutor,SQL,missing,10,406.0,North America,2
